"Cholera due to Vibrio cholerae 01, biovar cholerae",A000
Open restoration margins of tooth,K085
Unrepairable overhanging of dental restorative materials,K085
Fractured dental restorative material without loss of material,K085
Fractured dental restorative material with loss of material,K085
"Fractured dental restorative material, unspecified",K085
Contour of existing restoration of tooth biologically incompatible with oral health,K085
Allergy to existing dental restorative material,K085
Poor aesthetic of existing restoration of tooth,K085
Other unsatisfactory restoration of tooth,K085
Other specified disorders of teeth and supporting structures,K088
"Disorder of teeth and supporting structures, unspecified",K089
Developmental odontogenic cysts,K090
Developmental (nonodontogenic) cysts of oral region,K091
"Other cysts of oral region, not elsewhere classified",K098
"Cyst of oral region, unspecified",K099
Atrophy of salivary gland,K110
Hypertrophy of salivary gland,K111
"Sialoadenitis, unspecified",K112
Acute sialoadenitis,K112
Acute recurrent sialoadenitis,K112
Chronic sialoadenitis,K112
Abscess of salivary gland,K113
Fistula of salivary gland,K114
Sialolithiasis,K115
Mucocele of salivary gland,K116
Disturbances of salivary secretion,K117
Other diseases of salivary glands,K118
"Disease of salivary gland, unspecified",K119
Recurrent oral aphthae,K120
Other forms of stomatitis,K121
Cellulitis and abscess of mouth,K122
"Oral mucositis (ulcerative), unspecified",K123
Oral mucositis (ulcerative) due to antineoplastic therapy,K123
Oral mucositis (ulcerative) due to other drugs,K123
Oral mucositis (ulcerative) due to radiation,K123
Other oral mucositis (ulcerative),K123
Diseases of lips,K130
Cheek and lip biting,K131
"Leukoplakia of oral mucosa, including tongue",K132
Minimal keratinized residual ridge mucosa,K132
Excessive keratinized residual ridge mucosa,K132
Leukokeratosis nicotina palati,K132
"Other disturbances of oral epithelium, including tongue",K132
Hairy leukoplakia,K133
Granuloma and granuloma-like lesions of oral mucosa,K134
Oral submucous fibrosis,K135
Irritative hyperplasia of oral mucosa,K136
Unspecified lesions of oral mucosa,K137
Other lesions of oral mucosa,K137
Glossitis,K140
Geographic tongue,K141
Median rhomboid glossitis,K142
Hypertrophy of tongue papillae,K143
Atrophy of tongue papillae,K144
Plicated tongue,K145
Glossodynia,K146
Other diseases of tongue,K148
"Disease of tongue, unspecified",K149
Eosinophilic esophagitis,K200
Other esophagitis,K208
"Esophagitis, unspecified",K209
Gastro-esophageal reflux disease with esophagitis,K210
Gastro-esophageal reflux disease without esophagitis,K219
Achalasia of cardia,K220
Ulcer of esophagus without bleeding,K221
Ulcer of esophagus with bleeding,K221
Esophageal obstruction,K222
Perforation of esophagus,K223
Dyskinesia of esophagus,K224
"Diverticulum of esophagus, acquired",K225
Gastro-esophageal laceration-hemorrhage syndrome,K226
Barrett's esophagus without dysplasia,K227
Barrett's esophagus with low grade dysplasia,K227
Barrett's esophagus with high grade dysplasia,K227
"Barrett's esophagus with dysplasia, unspecified",K227
Other specified diseases of esophagus,K228
"Disease of esophagus, unspecified",K229
Disorders of esophagus in diseases classified elsewhere,K23
Acute gastric ulcer with hemorrhage,K250
Acute gastric ulcer with perforation,K251
Acute gastric ulcer with both hemorrhage and perforation,K252
Acute gastric ulcer without hemorrhage or perforation,K253
Chronic or unspecified gastric ulcer with hemorrhage,K254
Chronic or unspecified gastric ulcer with perforation,K255
Chronic or unspecified gastric ulcer with both hemorrhage and perforation,K256
Chronic gastric ulcer without hemorrhage or perforation,K257
"Gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation",K259
Acute duodenal ulcer with hemorrhage,K260
Acute duodenal ulcer with perforation,K261
Acute duodenal ulcer with both hemorrhage and perforation,K262
Acute duodenal ulcer without hemorrhage or perforation,K263
Chronic or unspecified duodenal ulcer with hemorrhage,K264
Chronic or unspecified duodenal ulcer with perforation,K265
Chronic or unspecified duodenal ulcer with both hemorrhage and perforation,K266
Chronic duodenal ulcer without hemorrhage or perforation,K267
"Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation",K269
"Acute peptic ulcer, site unspecified, with hemorrhage",K270
"Acute peptic ulcer, site unspecified, with perforation",K271
"Acute peptic ulcer, site unspecified, with both hemorrhage and perforation",K272
"Acute peptic ulcer, site unspecified, without hemorrhage or perforation",K273
"Chronic or unspecified peptic ulcer, site unspecified, with hemorrhage",K274
"Chronic or unspecified peptic ulcer, site unspecified, with perforation",K275
"Chronic or unspecified peptic ulcer, site unspecified, with both hemorrhage and perforation",K276
"Chronic peptic ulcer, site unspecified, without hemorrhage or perforation",K277
"Peptic ulcer, site unspecified, unspecified as acute or chronic, without hemorrhage or perforation",K279
Acute gastrojejunal ulcer with hemorrhage,K280
Acute gastrojejunal ulcer with perforation,K281
Acute gastrojejunal ulcer with both hemorrhage and perforation,K282
Acute gastrojejunal ulcer without hemorrhage or perforation,K283
Chronic or unspecified gastrojejunal ulcer with hemorrhage,K284
Chronic or unspecified gastrojejunal ulcer with perforation,K285
Chronic or unspecified gastrojejunal ulcer with both hemorrhage and perforation,K286
Chronic gastrojejunal ulcer without hemorrhage or perforation,K287
"Gastrojejunal ulcer, unspecified as acute or chronic, without hemorrhage or perforation",K289
Acute gastritis without bleeding,K290
Acute gastritis with bleeding,K290
Alcoholic gastritis without bleeding,K292
Alcoholic gastritis with bleeding,K292
Chronic superficial gastritis without bleeding,K293
Chronic superficial gastritis with bleeding,K293
Chronic atrophic gastritis without bleeding,K294
Chronic atrophic gastritis with bleeding,K294
Unspecified chronic gastritis without bleeding,K295
Unspecified chronic gastritis with bleeding,K295
Other gastritis without bleeding,K296
Other gastritis with bleeding,K296
"Gastritis, unspecified, without bleeding",K297
"Gastritis, unspecified, with bleeding",K297
Duodenitis without bleeding,K298
Duodenitis with bleeding,K298
"Gastroduodenitis, unspecified, without bleeding",K299
"Gastroduodenitis, unspecified, with bleeding",K299
Functional dyspepsia,K30
Acute dilatation of stomach,K310
Adult hypertrophic pyloric stenosis,K311
Hourglass stricture and stenosis of stomach,K312
"Pylorospasm, not elsewhere classified",K313
Gastric diverticulum,K314
Obstruction of duodenum,K315
Fistula of stomach and duodenum,K316
Polyp of stomach and duodenum,K317
Angiodysplasia of stomach and duodenum with bleeding,K318
Angiodysplasia of stomach and duodenum without bleeding,K318
Dieulafoy lesion (hemorrhagic) of stomach and duodenum,K318
Achlorhydria,K318
Gastroparesis,K318
Other diseases of stomach and duodenum,K318
"Disease of stomach and duodenum, unspecified",K319
Acute appendicitis with generalized peritonitis,K352
Acute appendicitis with localized peritonitis,K353
Unspecified acute appendicitis,K358
Other acute appendicitis,K358
Other appendicitis,K36
Unspecified appendicitis,K37
Hyperplasia of appendix,K380
Appendicular concretions,K381
Diverticulum of appendix,K382
Fistula of appendix,K383
Other specified diseases of appendix,K388
"Disease of appendix, unspecified",K389
"Bilateral inguinal hernia, with obstruction, without gangrene, not specified as recurrent",K400
"Bilateral inguinal hernia, with obstruction, without gangrene, recurrent",K400
"Bilateral inguinal hernia, with gangrene, not specified as recurrent",K401
"Bilateral inguinal hernia, with gangrene, recurrent",K401
"Bilateral inguinal hernia, without obstruction or gangrene, not specified as recurrent",K402
"Bilateral inguinal hernia, without obstruction or gangrene, recurrent",K402
"Unilateral inguinal hernia, with obstruction, without gangrene, not specified as recurrent",K403
"Unilateral inguinal hernia, with obstruction, without gangrene, recurrent",K403
"Unilateral inguinal hernia, with gangrene, not specified as recurrent",K404
"Unilateral inguinal hernia, with gangrene, recurrent",K404
"Unilateral inguinal hernia, without obstruction or gangrene, not specified as recurrent",K409
"Unilateral inguinal hernia, without obstruction or gangrene, recurrent",K409
"Bilateral femoral hernia, with obstruction, without gangrene, not specified as recurrent",K410
"Bilateral femoral hernia, with obstruction, without gangrene, recurrent",K410
"Bilateral femoral hernia, with gangrene, not specified as recurrent",K411
"Bilateral femoral hernia, with gangrene, recurrent",K411
"Bilateral femoral hernia, without obstruction or gangrene, not specified as recurrent",K412
"Bilateral femoral hernia, without obstruction or gangrene, recurrent",K412
"Unilateral femoral hernia, with obstruction, without gangrene, not specified as recurrent",K413
"Unilateral femoral hernia, with obstruction, without gangrene, recurrent",K413
"Unilateral femoral hernia, with gangrene, not specified as recurrent",K414
"Unilateral femoral hernia, with gangrene, recurrent",K414
"Unilateral femoral hernia, without obstruction or gangrene, not specified as recurrent",K419
"Unilateral femoral hernia, without obstruction or gangrene, recurrent",K419
"Umbilical hernia with obstruction, without gangrene",K420
Umbilical hernia with gangrene,K421
Umbilical hernia without obstruction or gangrene,K429
"Incisional hernia with obstruction, without gangrene",K430
Incisional hernia with gangrene,K431
Incisional hernia without obstruction or gangrene,K432
"Parastomal hernia with obstruction, without gangrene",K433
Parastomal hernia with gangrene,K434
Parastomal hernia without obstruction or,K435
"Other and unspecified ventral hernia with obstruction, without gangrene",K436
Other and unspecified ventral hernia with gangrene,K437
Ventral hernia without obstruction or gangrene,K439
"Diaphragmatic hernia with obstruction, without gangrene",K440
Diaphragmatic hernia with gangrene,K441
Diaphragmatic hernia without obstruction or gangrene,K449
"Other specified abdominal hernia with obstruction, without gangrene",K450
Other specified abdominal hernia with gangrene,K451
Other specified abdominal hernia without obstruction or gangrene,K458
"Unspecified abdominal hernia with obstruction, without gangrene",K460
Unspecified abdominal hernia with gangrene,K461
Unspecified abdominal hernia without obstruction or gangrene,K469
Crohn's disease of small intestine without complications,K500
Crohn's disease of small intestine with rectal bleeding,K500
Crohn's disease of small intestine with intestinal obstruction,K500
Crohn's disease of small intestine with fistula,K500
Crohn's disease of small intestine with abscess,K500
Crohn's disease of small intestine with other complication,K500
Crohn's disease of small intestine with unspecified complications,K500
Crohn's disease of large intestine without complications,K501
Crohn's disease of large intestine with rectal bleeding,K501
Crohn's disease of large intestine with intestinal obstruction,K501
Crohn's disease of large intestine with fistula,K501
Crohn's disease of large intestine with abscess,K501
Crohn's disease of large intestine with other complication,K501
Crohn's disease of large intestine with unspecified complications,K501
Crohn's disease of both small and large intestine without complications,K508
Crohn's disease of both small and large intestine with rectal bleeding,K508
Crohn's disease of both small and large intestine with intestinal obstruction,K508
Crohn's disease of both small and large intestine with fistula,K508
Crohn's disease of both small and large intestine with abscess,K508
Crohn's disease of both small and large intestine with other complication,K508
Crohn's disease of both small and large intestine with unspecified complications,K508
"Crohn's disease, unspecified, without complications",K509
"Crohn's disease, unspecified, with rectal bleeding",K509
"Crohn's disease, unspecified, with intestinal obstruction",K509
"Crohn's disease, unspecified, with fistula",K509
"Crohn's disease, unspecified, with abscess",K509
"Crohn's disease, unspecified, with other complication",K509
"Crohn's disease, unspecified, with unspecified complications",K509
Ulcerative (chronic) pancolitis without complications,K510
Ulcerative (chronic) pancolitis with rectal bleeding,K510
Ulcerative (chronic) pancolitis with intestinal obstruction,K510
Ulcerative (chronic) pancolitis with fistula,K510
Ulcerative (chronic) pancolitis with abscess,K510
Ulcerative (chronic) pancolitis with other complication,K510
Ulcerative (chronic) pancolitis with unspecified complications,K510
Ulcerative (chronic) proctitis without complications,K512
Ulcerative (chronic) proctitis with rectal bleeding,K512
Ulcerative (chronic) proctitis with intestinal obstruction,K512
Ulcerative (chronic) proctitis with fistula,K512
Ulcerative (chronic) proctitis with abscess,K512
Ulcerative (chronic) proctitis with other complication,K512
Ulcerative (chronic) proctitis with unspecified complications,K512
Ulcerative (chronic) rectosigmoiditis without complications,K513
Ulcerative (chronic) rectosigmoiditis with rectal bleeding,K513
Ulcerative (chronic) rectosigmoiditis with intestinal obstruction,K513
Ulcerative (chronic) rectosigmoiditis with fistula,K513
Ulcerative (chronic) rectosigmoiditis with abscess,K513
Ulcerative (chronic) rectosigmoiditis with other complication,K513
Ulcerative (chronic) rectosigmoiditis with unspecified complications,K513
Inflammatory polyps of colon without complications,K514
Inflammatory polyps of colon with rectal bleeding,K514
Inflammatory polyps of colon with intestinal obstruction,K514
Inflammatory polyps of colon with fistula,K514
Inflammatory polyps of colon with abscess,K514
Inflammatory polyps of colon with other complication,K514
Inflammatory polyps of colon with unspecified complications,K514
Left sided colitis without complications,K515
Left sided colitis with rectal bleeding,K515
Left sided colitis with intestinal obstruction,K515
Left sided colitis with fistula,K515
Left sided colitis with abscess,K515
Left sided colitis with other complication,K515
Left sided colitis with unspecified complications,K515
Other ulcerative colitis without complications,K518
Other ulcerative colitis with rectal bleeding,K518
Other ulcerative colitis with intestinal obstruction,K518
Other ulcerative colitis with fistula,K518
Other ulcerative colitis with abscess,K518
Other ulcerative colitis with other complication,K518
Other ulcerative colitis with unspecified complications,K518
"Ulcerative colitis, unspecified, without complications",K519
"Ulcerative colitis, unspecified with rectal bleeding",K519
"Ulcerative colitis, unspecified with intestinal obstruction",K519
"Ulcerative colitis, unspecified with fistula",K519
"Ulcerative colitis, unspecified with abscess",K519
"Ulcerative colitis, unspecified with other complication",K519
"Ulcerative colitis, unspecified with unspecified complications",K519
Gastroenteritis and colitis due to radiation,K520
Toxic gastroenteritis and colitis,K521
Allergic and dietetic gastroenteritis and colitis,K522
Eosinophilic gastritis or gastroenteritis,K528
Eosinophilic colitis,K528
Other specified noninfective gastroenteritis and colitis,K528
"Noninfective gastroenteritis and colitis, unspecified",K529
Acute vascular disorders of intestine,K550
Chronic vascular disorders of intestine,K551
Angiodysplasia of colon without hemorrhage,K552
Angiodysplasia of colon with hemorrhage,K552
Other vascular disorders of intestine,K558
"Vascular disorder of intestine, unspecified",K559
Paralytic ileus,K560
Intussusception,K561
Volvulus,K562
Gallstone ileus,K563
Fecal impaction,K564
Other impaction of intestine,K564
Intestinal adhesions [bands] with obstruction (postprocedural) (postinfection),K565
Unspecified intestinal obstruction,K566
Other intestinal obstruction,K566
"Ileus, unspecified",K567
Diverticulitis of small intestine with perforation and abscess without bleeding,K570
Diverticulitis of small intestine with perforation and abscess with bleeding,K570
Diverticulosis of small intestine without perforation or abscess without bleeding,K571
Diverticulosis of small intestine without perforation or abscess with bleeding,K571
Diverticulitis of small intestine without perforation or abscess without bleeding,K571
Diverticulitis of small intestine without perforation or abscess with bleeding,K571
Diverticulitis of large intestine with perforation and abscess without bleeding,K572
Diverticulitis of large intestine with perforation and abscess with bleeding,K572
Diverticulosis of large intestine without perforation or abscess without bleeding,K573
Diverticulosis of large intestine without perforation or abscess with bleeding,K573
Diverticulitis of large intestine without perforation or abscess without bleeding,K573
Diverticulitis of large intestine without perforation or abscess with bleeding,K573
Diverticulitis of both small and large intestine with perforation and abscess without bleeding,K574
Diverticulitis of both small and large intestine with perforation and abscess with bleeding,K574
Diverticulosis of both small and large intestine without perforation or abscess without bleeding,K575
Diverticulosis of both small and large intestine without perforation or abscess with bleeding,K575
Diverticulitis of both small and large intestine without perforation or abscess without bleeding,K575
Diverticulitis of both small and large intestine without perforation or abscess with bleeding,K575
"Diverticulitis of intestine, part unspecified, with perforation and abscess without bleeding",K578
"Diverticulitis of intestine, part unspecified, with perforation and abscess with bleeding",K578
"Diverticulosis of intestine, part unspecified, without perforation or abscess without bleeding",K579
"Diverticulosis of intestine, part unspecified, without perforation or abscess with bleeding",K579
"Diverticulitis of intestine, part unspecified, without perforation or abscess without bleeding",K579
"Diverticulitis of intestine, part unspecified, without perforation or abscess with bleeding",K579
Irritable bowel syndrome with diarrhea,K580
Irritable bowel syndrome without diarrhea,K589
"Constipation, unspecified",K590
Slow transit constipation,K590
Outlet dysfunction constipation,K590
Other constipation,K590
Functional diarrhea,K591
"Neurogenic bowel, not elsewhere classified",K592
"Megacolon, not elsewhere classified",K593
Anal spasm,K594
Other specified functional intestinal disorders,K598
"Functional intestinal disorder, unspecified",K599
Acute anal fissure,K600
Chronic anal fissure,K601
"Anal fissure, unspecified",K602
Anal fistula,K603
Rectal fistula,K604
Anorectal fistula,K605
Anal abscess,K610
Rectal abscess,K611
Anorectal abscess,K612
Ischiorectal abscess,K613
Intrasphincteric abscess,K614
Anal polyp,K620
Rectal polyp,K621
Anal prolapse,K622
Rectal prolapse,K623
Stenosis of anus and rectum,K624
Hemorrhage of anus and rectum,K625
Ulcer of anus and rectum,K626
Radiation proctitis,K627
Anal sphincter tear (healed) (nontraumatic) (old),K628
Dysplasia of anus,K628
Other specified diseases of anus and rectum,K628
"Disease of anus and rectum, unspecified",K629
Abscess of intestine,K630
Perforation of intestine (nontraumatic),K631
Fistula of intestine,K632
Ulcer of intestine,K633
Enteroptosis,K634
Polyp of colon,K635
Dieulafoy lesion of intestine,K638
Other specified diseases of intestine,K638
"Disease of intestine, unspecified",K639
First degree hemorrhoids,K640
Second degree hemorrhoids,K641
Third degree hemorrhoids,K642
Fourth degree hemorrhoids,K643
Residual hemorrhoidal skin tags,K644
Perianal venous thrombosis,K645
Other hemorrhoids,K648
Unspecified hemorrhoids,K649
Generalized (acute) peritonitis,K650
Peritoneal abscess,K651
Spontaneous bacterial peritonitis,K652
Choleperitonitis,K653
Sclerosing mesenteritis,K654
Other peritonitis,K658
"Peritonitis, unspecified",K659
Peritoneal adhesions (postprocedural) (postinfection),K660
Hemoperitoneum,K661
Other specified disorders of peritoneum,K668
"Disorder of peritoneum, unspecified",K669
Disorders of peritoneum in infectious diseases classified elsewhere,K67
Postprocedural retroperitoneal abscess,K681
Psoas muscle abscess,K681
Other retroperitoneal abscess,K681
Other disorders of retroperitoneum,K689
Alcoholic fatty liver,K700
Alcoholic hepatitis without ascites,K701
Alcoholic hepatitis with ascites,K701
Alcoholic fibrosis and sclerosis of liver,K702
Alcoholic cirrhosis of liver without ascites,K703
Alcoholic cirrhosis of liver with ascites,K703
Alcoholic hepatic failure without coma,K704
Alcoholic hepatic failure with coma,K704
"Alcoholic liver disease, unspecified",K709
Toxic liver disease with cholestasis,K710
"Toxic liver disease with hepatic necrosis, without coma",K711
"Toxic liver disease with hepatic necrosis, with coma",K711
Toxic liver disease with acute hepatitis,K712
Toxic liver disease with chronic persistent hepatitis,K713
Toxic liver disease with chronic lobular hepatitis,K714
Toxic liver disease with chronic active hepatitis without ascites,K715
Toxic liver disease with chronic active hepatitis with ascites,K715
"Toxic liver disease with hepatitis, not elsewhere classified",K716
Toxic liver disease with fibrosis and cirrhosis of liver,K717
Toxic liver disease with other disorders of liver,K718
"Toxic liver disease, unspecified",K719
Acute and subacute hepatic failure without coma,K720
Acute and subacute hepatic failure with coma,K720
Chronic hepatic failure without coma,K721
Chronic hepatic failure with coma,K721
"Hepatic failure, unspecified without coma",K729
"Hepatic failure, unspecified with coma",K729
"Chronic persistent hepatitis, not elsewhere classified",K730
"Chronic lobular hepatitis, not elsewhere classified",K731
"Chronic active hepatitis, not elsewhere classified",K732
"Other chronic hepatitis, not elsewhere classified",K738
"Chronic hepatitis, unspecified",K739
Hepatic fibrosis,K740
Hepatic sclerosis,K741
Hepatic fibrosis with hepatic sclerosis,K742
Primary biliary cirrhosis,K743
Secondary biliary cirrhosis,K744
"Biliary cirrhosis, unspecified",K745
Unspecified cirrhosis of liver,K746
Other cirrhosis of liver,K746
Abscess of liver,K750
Phlebitis of portal vein,K751
Nonspecific reactive hepatitis,K752
"Granulomatous hepatitis, not elsewhere classified",K753
Autoimmune hepatitis,K754
Nonalcoholic steatohepatitis (NASH),K758
Other specified inflammatory liver diseases,K758
"Inflammatory liver disease, unspecified",K759
"Fatty (change of) liver, not elsewhere classified",K760
Chronic passive congestion of liver,K761
Central hemorrhagic necrosis of liver,K762
Infarction of liver,K763
Peliosis hepatis,K764
Hepatic veno-occlusive disease,K765
Portal hypertension,K766
Hepatorenal syndrome,K767
Hepatopulmonary syndrome,K768
Other specified diseases of liver,K768
"Liver disease, unspecified",K769
Liver disorders in diseases classified elsewhere,K77
Calculus of gallbladder with acute cholecystitis without obstruction,K800
Calculus of gallbladder with acute cholecystitis with obstruction,K800
Calculus of gallbladder with chronic cholecystitis without obstruction,K801
Calculus of gallbladder with chronic cholecystitis with obstruction,K801
Calculus of gallbladder with acute and chronic cholecystitis without obstruction,K801
Calculus of gallbladder with acute and chronic cholecystitis with obstruction,K801
Calculus of gallbladder with other cholecystitis without obstruction,K801
Calculus of gallbladder with other cholecystitis with obstruction,K801
Calculus of gallbladder without cholecystitis without obstruction,K802
Calculus of gallbladder without cholecystitis with obstruction,K802
"Calculus of bile duct with cholangitis, unspecified, without obstruction",K803
"Calculus of bile duct with cholangitis, unspecified, with obstruction",K803
Calculus of bile duct with acute cholangitis without obstruction,K803
Calculus of bile duct with acute cholangitis with obstruction,K803
Calculus of bile duct with chronic cholangitis without obstruction,K803
Calculus of bile duct with chronic cholangitis with obstruction,K803
Calculus of bile duct with acute and chronic cholangitis without obstruction,K803
Calculus of bile duct with acute and chronic cholangitis with obstruction,K803
"Calculus of bile duct with cholecystitis, unspecified, without obstruction",K804
"Calculus of bile duct with cholecystitis, unspecified, with obstruction",K804
Calculus of bile duct with acute cholecystitis without obstruction,K804
Calculus of bile duct with acute cholecystitis with obstruction,K804
Calculus of bile duct with chronic cholecystitis without obstruction,K804
Calculus of bile duct with chronic cholecystitis with obstruction,K804
Calculus of bile duct with acute and chronic cholecystitis without obstruction,K804
Calculus of bile duct with acute and chronic cholecystitis with obstruction,K804
Calculus of bile duct without cholangitis or cholecystitis without obstruction,K805
Calculus of bile duct without cholangitis or cholecystitis with obstruction,K805
"Calculus of gallbladder and bile duct with cholecystitis, unspecified, without obstruction",K806
"Calculus of gallbladder and bile duct with cholecystitis, unspecified, with obstruction",K806
Calculus of gallbladder and bile duct with acute cholecystitis without obstruction,K806
Calculus of gallbladder and bile duct with acute cholecystitis with obstruction,K806
Calculus of gallbladder and bile duct with chronic cholecystitis without obstruction,K806
Calculus of gallbladder and bile duct with chronic cholecystitis with obstruction,K806
Calculus of gallbladder and bile duct with acute and chronic cholecystitis without obstruction,K806
Calculus of gallbladder and bile duct with acute and chronic cholecystitis with obstruction,K806
Calculus of gallbladder and bile duct without cholecystitis without obstruction,K807
Calculus of gallbladder and bile duct without cholecystitis with obstruction,K807
Other cholelithiasis without obstruction,K808
Other cholelithiasis with obstruction,K808
Acute cholecystitis,K810
Chronic cholecystitis,K811
Acute cholecystitis with chronic cholecystitis,K812
"Cholecystitis, unspecified",K819
Obstruction of gallbladder,K820
Hydrops of gallbladder,K821
Perforation of gallbladder,K822
Fistula of gallbladder,K823
Cholesterolosis of gallbladder,K824
Other specified diseases of gallbladder,K828
"Disease of gallbladder, unspecified",K829
Cholangitis,K830
Obstruction of bile duct,K831
Perforation of bile duct,K832
Fistula of bile duct,K833
Spasm of sphincter of Oddi,K834
Biliary cyst,K835
Other specified diseases of biliary tract,K838
"Disease of biliary tract, unspecified",K839
Idiopathic acute pancreatitis,K850
Biliary acute pancreatitis,K851
Alcohol induced acute pancreatitis,K852
Drug induced acute pancreatitis,K853
Other acute pancreatitis,K858
"Acute pancreatitis, unspecified",K859
Alcohol-induced chronic pancreatitis,K860
Other chronic pancreatitis,K861
Cyst of pancreas,K862
Pseudocyst of pancreas,K863
Other specified diseases of pancreas,K868
"Disease of pancreas, unspecified",K869
"Disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere",K87
Celiac disease,K900
Tropical sprue,K901
"Blind loop syndrome, not elsewhere classified",K902
Pancreatic steatorrhea,K903
"Malabsorption due to intolerance, not elsewhere classified",K904
Whipple's disease,K908
Other intestinal malabsorption,K908
"Intestinal malabsorption, unspecified",K909
Vomiting following gastrointestinal surgery,K910
Postgastric surgery syndromes,K911
"Postsurgical malabsorption, not elsewhere classified",K912
Postprocedural intestinal obstruction,K913
Postcholecystectomy syndrome,K915
Intraoperative hemorrhage and hematoma of a digestive system organ or structure complicating a digestive sytem procedure,K916
Intraoperative hemorrhage and hematoma of a digestive system organ or structure complicating other procedure,K916
Accidental puncture and laceration of a digestive system organ or structure during a digestive system procedure,K917
Accidental puncture and laceration of a digestive system organ or structure during other procedure,K917
Other intraoperative complications of digestive system,K918
Postprocedural hepatic failure,K918
Postprocedural hepatorenal syndrome,K918
Postprocedural hemorrhage and hematoma of a digestive system organ or structure following a digestive system procedure,K918
Postprocedural hemorrhage and hematoma of a digestive system organ or structure following other procedure,K918
Pouchitis,K918
Other complications of intestinal pouch,K918
Retained cholelithiasis following cholecystectomy,K918
Other postprocedural complications and disorders of digestive system,K918
Hematemesis,K920
Melena,K921
"Gastrointestinal hemorrhage, unspecified",K922
Gastrointestinal mucositis (ulcerative),K928
Other specified diseases of the digestive system,K928
"Disease of digestive system, unspecified",K929
"Colostomy complication, unspecified",K940
Colostomy hemorrhage,K940
Colostomy infection,K940
Colostomy malfunction,K940
Other complications of colostomy,K940
"Enterostomy complication, unspecified",K941
Enterostomy hemorrhage,K941
Enterostomy infection,K941
Enterostomy malfunction,K941
Other complications of enterostomy,K941
"Gastrostomy complication, unspecified",K942
Gastrostomy hemorrhage,K942
Gastrostomy infection,K942
Gastrostomy malfunction,K942
Other complications of gastrostomy,K942
"Esophagostomy complications, unspecified",K943
Esophagostomy hemorrhage,K943
Esophagostomy infection,K943
Esophagostomy malfunction,K943
Other complications of esophagostomy,K943
Infection due to gastric band procedure,K950
Other complications of gastric band procedure,K950
Infection due to other bariatric procedure,K958
Other complications of other bariatric procedure,K958
Staphylococcal scalded skin syndrome,L00
"Impetigo, unspecified",L010
Non-bullous impetigo,L010
Bockhart's impetigo,L010
Bullous impetigo,L010
Other impetigo,L010
Impetiginization of other dermatoses,L011
Cutaneous abscess of face,L020
Furuncle of face,L020
Carbuncle of face,L020
Cutaneous abscess of neck,L021
Furuncle of neck,L021
Carbuncle of neck,L021
Cutaneous abscess of abdominal wall,L022
"Cutaneous abscess of back [any part, except buttock]",L022
Cutaneous abscess of chest wall,L022
Cutaneous abscess of groin,L022
Cutaneous abscess of perineum,L022
Cutaneous abscess of umbilicus,L022
"Cutaneous abscess of trunk, unspecified",L022
Furuncle of abdominal wall,L022
"Furuncle of back [any part, except buttock]",L022
Furuncle of chest wall,L022
Furuncle of groin,L022
Furuncle of perineum,L022
Furuncle of umbilicus,L022
"Furuncle of trunk, unspecified",L022
Carbuncle of abdominal wall,L022
"Carbuncle of back [any part, except buttock]",L022
Carbuncle of chest wall,L022
Carbuncle of groin,L022
Carbuncle of perineum,L022
Carbuncle of umbilicus,L022
"Carbuncle of trunk, unspecified",L022
Cutaneous abscess of buttock,L023
Furuncle of buttock,L023
Carbuncle of buttock,L023
Cutaneous abscess of right axilla,L024
Cutaneous abscess of left axilla,L024
Cutaneous abscess of right upper limb,L024
Cutaneous abscess of left upper limb,L024
Cutaneous abscess of right lower limb,L024
Cutaneous abscess of left lower limb,L024
"Cutaneous abscess of limb, unspecified",L024
Furuncle of right axilla,L024
Furuncle of left axilla,L024
Furuncle of right upper limb,L024
Furuncle of left upper limb,L024
Furuncle of right lower limb,L024
Furuncle of left lower limb,L024
"Furuncle of limb, unspecified",L024
Carbuncle of right axilla,L024
Carbuncle of left axilla,L024
Carbuncle of right upper limb,L024
Carbuncle of left upper limb,L024
Carbuncle of right lower limb,L024
Carbuncle of left lower limb,L024
"Carbuncle of limb, unspecified",L024
Cutaneous abscess of right hand,L025
Cutaneous abscess of left hand,L025
Cutaneous abscess of unspecified hand,L025
Furuncle right hand,L025
Furuncle left hand,L025
Furuncle unspecified hand,L025
Carbuncle of right hand,L025
Carbuncle of left hand,L025
Carbuncle of unspecified hand,L025
Cutaneous abscess of right foot,L026
Cutaneous abscess of left foot,L026
Cutaneous abscess of unspecified foot,L026
Furuncle of right foot,L026
Furuncle of left foot,L026
Furuncle of unspecified foot,L026
Carbuncle of right foot,L026
Carbuncle of left foot,L026
Carbuncle of unspecified foot,L026
"Cutaneous abscess of head [any part, except face]",L028
Cutaneous abscess of other sites,L028
"Furuncle of head [any part, except face]",L028
Furuncle of other sites,L028
"Carbuncle of head [any part, except face]",L028
Carbuncle of other sites,L028
"Cutaneous abscess, unspecified",L029
"Furuncle, unspecified",L029
"Carbuncle, unspecified",L029
Cellulitis of right finger,L030
Cellulitis of left finger,L030
Cellulitis of unspecified finger,L030
Acute lymphangitis of right finger,L030
Acute lymphangitis of left finger,L030
Acute lymphangitis of unspecified finger,L030
